PRIMARY_KEY,CUSTOMER_ID,PR_ID,CUSTOMER,CONCEPT,APPROVER,APP_STATUS,APP_NOTES,APP_DATE,AUDIT_FLAG,SR,PRICE_RULE,VERSION_DATE,SHAREPOINT,ORIG_MOD,ADD_MOD,SUBMIT_DATE,PACKET,SALES_POSTED_OT,SYS_REP,NID,APP_BASE,BASE_NOTES,PTF,DPM_ASS,EXP_DATE,ADJ_DATE,ADJ_NOTES,MOD_TYPE,PRN_ATTACHED,MTRCS_SUBMIT,MTRCS_NOTES,MTRCS_SPLITS,MTRCS_BASE,MTRCS_FREQ,MTRCS_UPCH,MTRCS_AUDIT_N,MTRCS_ITM,MTRCS_BACKUP,MTRCS_DOWNLOAD,MTRCS_POSTED,MTRCS_GRADE
37037,1205.0,1205-9,SUBWAY,SUBWAY OKLAHOMA NO PRN DPM PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-10,NO,30803981,&SUBOK,2023-02-01,SUBWAY,2023-01-30,2023-02-10,2023-01-30 00:00:00,SUBWAY,,,,NO,,NO,ELIAS RHODES,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37036,13868.0,13868-1,FALZON MANAGEMENT CORP,FALZON MANAGEMENT  LCC,LAVERNE DOWNING,COMPLETED,,2023-02-11,YES,30832659,&FALZONM,2023-01-31,Falzon Management Corp,2023-01-30,2023-02-14,2023-01-30 00:00:00,FALZONMG,YES,37,C037FZMG,NO,,NO,MICHELE BROWN,2024-01-29 00:00:00,2024-01-30 00:00:00,3% increase to fee items only,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37035,1205.0,1205-7,SUBWAY,SUBWAY N MEXICO NO PRN DPM PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-10,NO,30803981,&SUBNM,2023-02-01,SUBWAY,2023-01-30,2023-02-10,2023-01-30 00:00:00,SUBWAY,,,,NO,,NO,ELIAS RHODES,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37032,931.0,931-1,HOUSTONS RESTAURANT,HOUSTONS REST/HILLSTONES,LISA HERMAN,VOID,copied; no QA review,,YES,,&HOUHILL,2023-02-01,,2023-01-30,,,HOUSTONS,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37031,,,,HOFBRAUHAUS,LISA HERMAN,VOID,copied; no QA review,,YES,,&HOFBRAU,2023-02-01,,2023-01-30,,,HOFBRA,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37030,,,,MILIOS,LISA HERMAN,VOID,copied; no QA review,,YES,,&MILIOS,2023-02-01,,2023-01-30,,,MILIOS,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37028,,,,PICK ME UP DRINKS DPM PR   LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&PCKMUP,2021-04-29,,2023-01-30,,,PICKMEUP,,,,,,NO,JOHN RUSHBY,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37027,,,,&SPECS WAREHOUSE SPEC DPM LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&SPECSWH,2023-02-01,,2023-01-30,,,SPECS,,,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37026,1205.0,1205-6,SUBWAY,SUBWAY MONTANA NO PRN DPM PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-10,NO,30803981,&SUBMONT,2023-02-01,SUBWAY,2023-01-30,2023-02-10,2023-01-30 00:00:00,SUBWAY,,,,NO,,NO,ELIAS RHODES,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37023,1532.0,1532-1,DRNK COFFEE & TEA,DRNK COFFEE & TEA 1B,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-12,NO,30819785,&DRNK1B,2023-02-01,Drink Coffee & Tea,2023-01-30,2023-02-16,2023-01-30 00:00:00,DRNK,,,DRNKDRNK,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,2023-06-01 00:00:00,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37019,,,,CHOICE LUNCH,LISA HERMAN,VOID,copied; no QA review,,YES,,&CHOICE,2023-02-01,,2023-01-30,,,CHLUNCH,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37017,1136.0,1136-10,RESTAURANT PARTNERS,WONG GROUP PRICE RULE,,VOID,"1/30 per Elias, created price rule by mistake and will not be using",,NO,,&WONG,2023-02-01,,2023-01-30,,,,,,,,,NO,ELIAS RHODES,2039-12-31 00:00:00,,,,YES,PASS,PASS,,,,,PASS,,,,,0.2
37016,1205.0,1205-5,SUBWAY,SUBWAY IOWA NO PRN DPM PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-10,NO,30803981,&SUBIOWA,2023-02-01,SUBWAY,2023-01-30,2023-02-10,2023-01-30 00:00:00,SUBWAY,,,,NO,,NO,ELIAS RHODES,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37015,1205.0,1205-2,SUBWAY,SUBWAY C ILLINOIS NO PRN PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-10,NO,30803981,&SUBCILL,2023-02-01,SUBWAY,2023-01-30,2023-02-10,2023-01-30 00:00:00,SUBWAY,,,,NO,,NO,ELIAS RHODES,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37014,929.0,929-1,HOT SHOTS BAR & GRILL,HOT SHOTS BAR & GRILL DPM,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-12,NO,30816082,&HOTSHOT,2023-02-01,Hot Shots Bar & Grill,2023-01-30,2023-02-16,2023-01-30 00:00:00,HOTSHOTS,,64,HTST,NO,,NO,ROBERT CRAIG,2039-12-31 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37013,1532.0,1532-1,DRNK COFFEE & TEA,&DRKN COFFEE &TEA 1A  LCC PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-12,NO,30819785,&DRNK,2023-02-01,Drink Coffee & Tea,2023-01-30,2023-02-16,2023-01-30 00:00:00,DRNK,,,DRNKDRNK,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,2023-06-01 00:00:00,,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37012,,,,RIVER ROCK CASINO,LISA HERMAN,VOID,copied; no QA review,,YES,,&RIVROCK,2023-02-01,,2023-01-30,2023-08-16,,RIVEROCK,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37009,,,,VON HANSON MEATS,LISA HERMAN,VOID,copied; no QA review,,YES,,&VONHANS,2023-02-01,,2023-01-30,,,VONHANSN,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
37008,942.0,942-1,IKES LAIR,&IKES LAIR LCC DPM PRICE RULE,LISA HERMAN,VOID,copied; no QA review,,YES,,&IKELAIR,2023-02-01,,2023-01-30,,,,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
37007,13863.0,13863-1,FORUM3,FORUM 1250-3999 BEDS DPM PR,JENNIFER DUPOUX,COMPLETED,,2023-02-09,YES,30768665,&FORUM3,2023-02-01,,2023-01-27,2023-02-10,2023-01-27 00:00:00,FORUM,YES,CMU,CO61IKAG,,,NO,JESSICA RODRIGUEZ,2025-06-30 00:00:00,,,,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37004,,,,VIZ SAVOR NINETEEN BAR & GRILL,JENNIFER DUPOUX,COMPLETED,,2023-02-13,YES,30770870,&VZNINET,2023-01-28,,2023-01-27,2023-02-14,2023-01-27 00:00:00,VIZIENT2,NO,163,,,,NO,JULIE MEIER,2039-12-31 00:00:00,,,,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37003,,,,REGENCY MANAGEMENT DPM PR LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&RGNCYMG,2023-01-30,,2023-01-28,,,REGENCYM,,,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
37002,734.0,734-2,BRUXIE,BRUXIE DPM PRICE RULE,LISA HERMAN,VOID,set audit flag to yes; current version 2/1/23 ,,YES,,&BRUXIE,2019-07-04,,2023-01-27,,,BRUXIE,,,,,,NO,ROBERT CRAIG,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,PASS,,,,,0.1
37001,,,,RAILROAD SEAFOOD STAT  LCC DPM,DEBBIE GUILLAUME,COMPLETED,,2023-02-27,YES,30744035,&RAILROA,2023-01-29,Railroad,2023-01-27,,2023-01-26 00:00:00,RAILROAD,YES,13,C013RASE,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,2 years & then 1 year each until not renewed,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
37000,,,,PROFESSIONAL RESTAURANT  LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&PROFRES,2023-02-01,,2023-01-27,,,PROFREST,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36999,,,,MIDWEST HEALTH  LCC DPM,LISA HERMAN,VOID,copied; no QA review,,YES,,&MIDWEST,2023-02-01,,2023-01-29,,,MIDWEST,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
36998,,,,COUSINS SUBS   LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&COUSINS,2023-03-21,,2023-01-27,,,COUSINSB,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,YES,FAIL,FAIL,,,,,FAIL,,,,,0.0
36997,1263.0,1263-1,WATERFORD HOTEL GROUP,WATERFORD GROUP TIER II,LISA HERMAN,VOID,copied; no QA review,,YES,,&WTRFRII,2023-02-01,,2023-01-27,,,WATERFOR,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,NO,FAIL,FAIL,,,,,FAIL,,,,,0.0
36996,1048.0,1048-1,MORNING SQUEEZE,MORNING SQUEEZE  LCC DPM,LISA HERMAN,VOID,copied; no QA review,,YES,,&MORNSQZ,2023-01-31,,2023-01-29,,,MRNGSQZ,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36995,12958.0,12958-1,Christopher Newport University,CHRISTOPHER NEWPORT UNI DPM PR,LISA HERMAN,COMPLETED,,2023-02-14,YES,30765675,&CNU,2023-02-01,Christopher Newport University,2023-01-27,,2023-01-27 00:00:00,CNUPACK,YES,073,C073CNUV,NO,,NO,DAVID BROUSSARD,2028-02-01 00:00:00,2028-02-01 00:00:00,"After initial five year term, Sysco has option to request increase every 2 years until contract expires",NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36992,1263.0,1263-2,WATERFORD HOTEL GROUP,WATERFORD GROUP TIER I,LISA HERMAN,VOID,copied; no QA review,,YES,,&WTRFRI,2023-02-01,,2023-01-27,,,WATERFOR,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,NO,FAIL,FAIL,,,,,FAIL,,,,,0.0
36991,1136.0,1136-10,RESTAURANT PARTNERS,&ORIZABAS MEX GRL C017ORIZ LCC,LISA HERMAN,COMPLETED,,2023-02-14,YES,30765984,&ORIZABA,2023-02-01,Zabas Management,2023-01-27,,2023-01-27 00:00:00,ORIZABA,YES,017,C017ORIZ,NO,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,NONE,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36988,,,,IKA GROUP LCC PRICE RULE,JENNIFER DUPOUX,COMPLETED,no approvaL for ot from rep.2/15/2023,2023-02-10,YES,30770171,&IKAGRP,2023-01-29,,2023-01-27,2023-02-14,2023-01-27 00:00:00,IKAGROUP,YES,61,,,,NO,JOHN RUSHBY,2026-01-23 00:00:00,,,,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,0.95
36986,11180.0,11180-1,POPS SUNSET GRILL,POPS SUNSET GRILL  DPM PR LCC,LISA HERMAN,COMPLETED,,2023-02-10,YES,30761749,&POPSUN,2023-01-28,Pop Sunset Grill,2023-01-27,2023-02-06,2023-01-27 00:00:00,POPSUNGR,YES,037,C037PPSG,NO,,NO,MICHELE BROWN,2039-12-31 00:00:00,2023-12-22 00:00:00,annual fee increase,AMENDMENT,YES,PASS,FAIL,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.9
36985,734.0,734-1,BRUXIE,BRUXIE DPM PRICE RULE,STEPHANIE BUCHHOLZ,COMPLETED,CAT 10 FREQUENCY,2023-02-13,NO,30772613,&BRUXIE,2023-02-01,,2023-01-27,2023-02-16,2023-01-27 00:00:00,BRUXIE,,,BRXE,NO,,NO,ROBERT CRAIG,2039-12-31 00:00:00,,,AMENDMENT,YES,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,0.95
36982,,,,&BLMP FRULLATI COFE TRADR KHLB,LISA HERMAN,VOID,copied; no QA review,,YES,,&KHLBBFC,2023-02-01,,2023-01-26,,,KHLMG045,,,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36981,798.0,798-4,COPELANDS,&AL COPELAND INVESTMENTS  CMU,STEPHANIE BUCHHOLZ,COMPLETED,no split group mark up as split,2023-02-06,NO,30755248,&CPELAND,2023-02-01,Copelands Restaurants,2023-01-26,2023-02-06,2023-01-26 00:00:00,COPELAND,,Kevin Graham,COPLCOPL,NO,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,2024-01-01 00:00:00,3% annual,AMENDMENT,YES,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,0.95
36980,,,,&GREAT STEAK KHLBGSPT DPM LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&KHLBGSP,2023-02-01,,2023-01-26,,,KHLMG045,,,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36979,820.0,820-1,DICKS LAST RESORT,DICKS LAST RESORT LCC DPM PR,LISA HERMAN,VOID,copied; no QA review,,YES,,&DCKRSRT,2023-01-28,,2023-01-26,,,DICKSLAS,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,,YES,FAIL,FAIL,,,,,FAIL,,,,,0.0
36978,,,,WEBER GRILL,LISA HERMAN,VOID,copied; no QA review,,YES,,&WEBERGR,2023-02-01,,2023-01-26,,,WEBERGRL,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36977,1368.0,1368-1,ELEVATION GROUP,ELEVATION 486 GROUP C040ELEV,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-06,NO,30761341,&ELEV486,2023-02-01,Elevation 486 ,2023-01-26,2023-02-16,2023-01-27 00:00:00,ELEVATIO,,40,C040ELEV,NO,,NO,ELKE BOUSSON,2039-12-31 00:00:00,2023-04-01 00:00:00,1.5% annual,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36975,6619.0,6619-1,Lucky Oyster,LUCKY OYSTER SEAFOOD  LCC DPM,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-03,NO,30729313,&LUCKYOY,2023-01-28,,2023-01-26,2023-02-14,2023-01-26 00:00:00,LUCKY,,,,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36974,11964.0,11964-1,JIFFY TRIP,JIFFY TRIP DPM,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-05,NO,30729344,&JIFFYTR,2023-01-27,Jiffy Trip,2023-01-26,2023-02-14,2023-01-26 00:00:00,JIFFYTRP,,26,C026JFFT,NO,,NO,ROBERT CRAIG,2039-12-31 00:00:00,,,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36973,,,,MARIE CALENDARS,LISA HERMAN,VOID,copied; no QA review,,YES,,&MARIECA,2023-02-01,,2023-01-26,,,MCALNDRS,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36972,7371.0,1504-2,GULPH CREEK,GULPH CREEK DPM PR LCC,STEPHANIE BUCHHOLZ,COMPLETED,"eggs and SUPC specific mrgn, exlcusion BRNDS NONPROD",2023-02-10,NO,30755358,&GULPCRK,2023-02-01,Gulph Creek,2023-01-26,2023-02-16,2023-01-26 00:00:00,GULPHCRK,,,,NO,,NO,JESSICA RODRIGUEZ,2039-12-31 00:00:00,,,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,0.8
36970,,,,BARRIO GROUP      LCC DPM,LISA HERMAN,VOID,copied; no QA review,,YES,,&BARRIOS,2023-01-27,,2023-01-26,2023-02-15,,BARRIO,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,PASS,,,,,0.1
36969,696.0,696-1,BEEF OBRADYS,BEEF O BRADYS,STEPHANIE BUCHHOLZ,COMPLETED,item group exclusion (BRND NONPROD) ,2023-02-06,YES,30735684,&BEEFOBD,2023-02-01,Beef O Brady,2023-01-26,2023-02-06,2023-01-26 00:00:00,BFOFBRDY,,Fred Chambers,,YES,,NO,JESSICA RODRIGUEZ,2039-12-31 00:00:00,2024-02-01 00:00:00,"per CPI, .04/case",AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36968,,,,COUSINS SUBS   LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&COUSINS,2024-03-21,,2023-01-26,,,COUSINSB,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36967,1136.0,1136-10,RESTAURANT PARTNERS,COUSINS SUBS   LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&COUSINS,2023-02-01,,2023-01-26,,,,,,,,,NO,MICHELE BROWN,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36966,,,,CHILD NUTRITION CO-OP,LISA HERMAN,VOID,copied; no QA review,,YES,,&CHILDNC,2023-02-01,,2023-01-25,,,CHILD,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
36965,,,,TOWN PUMP,LISA HERMAN,VOID,copied; no QA review,,YES,,&TWNPUMP,2023-02-01,,2023-01-25,,,TOWNPUMP,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
36964,,,,FIXINS SOUL FOOD,LISA HERMAN,VOID,copied; no QA review,,YES,,&FIXINS,2023-01-27,,2023-01-25,,,FIXINS,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36963,970.0,970-1,K1 SPEED,K1 SPEED LCC PRICE RULE,LISA HERMAN,VOID,copied; no QA review,,YES,,&K1SPEED,2023-02-01,,2023-01-25,,,K1SPEED,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,FAIL,,,,,FAIL,,,,,0.0
36962,,,,KC AMERICAN KITCHEN,LISA HERMAN,VOID,copied; no QA review,,YES,,&KCAMERI,2023-02-01,,2023-01-25,,,KCKITCHN,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
36961,806.0,806-1,COSTA VIDA,COSTA VIDA DPM PRICE RULE,LISA HERMAN,COMPLETED,,2023-02-03,YES,30691641,&COSTVDA,2023-03-01,Costa Vida,2023-01-25,2023-02-03,2023-01-25 00:00:00,COSTAVDA,YES,Darci Erramouspe,CVDA,NO,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,2024-03-01 00:00:00,annual fee increase,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36960,,,,WAGSCAP EVERBOWL,LISA HERMAN,VOID,copied; no QA review,,YES,,&WAGSCAP,2023-02-01,,2023-01-25,,,WAGSCAP,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36959,,,,GREAT WESTERN PACIFIC,LISA HERMAN,VOID,copied; no QA review,,YES,,&GRTWEST,2023-02-01,,2023-01-25,,,GRTWSTPC,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,NO,FAIL,PASS,,,,,FAIL,,,,,0.05
36958,1213.0,1213-1,SYUFY ENTERPRISES,SYUFY ENTERPRISES,LISA HERMAN,VOID,copied; no QA review,,YES,,&SYUFY,2023-02-01,,2023-01-25,,,SYUFYENT,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36957,,,,URBAN PLATES,LISA HERMAN,VOID,copied; no QA review,,YES,,&URBANPL,2023-02-01,,2023-01-25,,,URBNPLTE,,,,,,YES,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36956,,,,&LA BOULANGERIE C050LABO  LCC,LISA HERMAN,VOID,copied; no QA review,,YES,,&LBOULAN,2023-02-01,,2023-01-25,,,C050LABO,,,,,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36955,,,,JAMIE DEEN,LISA HERMAN,VOID,copied; no QA review,,YES,,&JAMDEEN,2023-02-01,,2023-01-25,,,JAMIEDEN,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,,,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36954,,,,GARRETT POPCORN  LCC DPM,LISA HERMAN,VOID,copied; no QA review,,YES,,&GARRETT,2023-01-27,,2023-01-25,,,GARRETT,,,,,,NO,DAVID BROUSSARD,2039-12-31 00:00:00,2023-10-13 00:00:00,2%,,YES,FAIL,PASS,,,,,FAIL,,,,,0.05
36947,13840.0,1258-10,VIZIENT,VIZIENT SAVOR CAMO HOSPITALITY,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-03,NO,30657325,&VZCAMO,2023-01-25,VIZIENT,2023-01-24,2023-02-03,2023-01-24 00:00:00,VIZIENT2,,,,,,NO,JULIE MEIER,2039-12-31 00:00:00,,,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36942,13114.0,13114-1,FRESH 2 ORDER,&FRESH TO ORDER DPM LCC,LISA HERMAN,COMPLETED,,2023-02-03,YES,30683743,&FRESH20,2023-01-29,Fresh to Order,2023-01-24,,2023-01-24 00:00:00,FRESH2O,YES,002,F2ORF2OR,NO,,NO,CYNTHIA KREUL,2039-12-31 00:00:00,,none,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36927,1136.0,1136-1,RESTAURANT PARTNERS,HUEYS,LAVERNE DOWNING,COMPLETED,,2023-02-06,NO,30682009,&HUEYS,2023-01-25,Hueys,2023-01-24,2023-02-06,2023-01-24 00:00:00,HUEYS,YES,14,C293NTNI,NO,,NO,MICHELE BROWN,2039-12-31 00:00:00,,NONE,AMENDMENT,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36923,,,,SONGKRAN HOSPITALITY   LCC,LISA HERMAN,COMPLETED,,2023-02-03,YES,30677447,&SONGKRN,2023-01-25,Songkran,2023-01-24,,2023-01-24 00:00:00,SONGKRAN,YES,067,C067SKHP,NO,,NO,MICHELE BROWN,2039-12-31 00:00:00,2023-12-31 00:00:00,annual fee increase,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36920,,,,OBI SEAFOOD,LISA HERMAN,VOID,copied for PAC wave 2; no QA review required,,YES,,&OBISEAF,2023-02-01,,2023-01-24,,,OBISEAFD,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,NO,PASS,PASS,,,,,FAIL,,,,,0.15
36908,13862.0,13862-1,THIRTEEN STRIKES,THIRTEEN STRIKES LCC PR,STEPHANIE BUCHHOLZ,COMPLETED,,2023-02-03,NO,30656031,&13STKS,2023-01-25,Thirteen Strikes,2023-01-24,2023-02-10,2023-01-24 00:00:00,13STRIKE,,67,,NO,,NO,JOHN RUSHBY,2039-12-31 00:00:00,2024-01-01 00:00:00,3% annual,NEW,YES,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,0.95
36900,13861.0,13861-1,MOUNTAIN TOP GROUP,MOUNTAIN TOP GROUP LCC DPM,LAVERNE DOWNING,COMPLETED,,2023-02-02,NO,30658113,&MTTOP,2023-01-25,Mountain Top Group,2023-01-24,2023-02-09,2023-01-24 00:00:00,MTTOP,YES,25,C025MTTG,NO,,NO,ROBERT CRAIG,2023-12-31 00:00:00,,NONE,NEW,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36887,13840.0,1258-10,VIZIENT,VIZ SAVOR BLOCKADE RUNNER BCH,LAVERNE DOWNING,COMPLETED,,2023-02-06,NO,30679813,&VZBLOCK,2023-01-25,Vizient,2023-01-24,2023-02-06,2023-01-24 00:00:00,VIZIENT2,YES,163,not provided,NO,,NO,JULIE MEIER,2024-06-30 00:00:00,,none,AMENDMENT,NO,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,1.0
36886,,,,STRAWBERRY FARMS,LISA HERMAN,VOID,copied for PAC wave 2; no QA review required,,YES,,&STRWFRM,2023-02-01,,2023-01-24,,,STRWBRRY,,,,,,NO,SAMANTHA LYNCH,2039-12-31 00:00:00,,,,NO,PASS,PASS,,,,,FAIL,,,,,0.15
